32,16,8,4,2,1
3.824825,2.993326,2.849384,2.781962,2.889701,2.802819
3.775759,2.910513,2.877809,2.811039,2.755637,2.756037
3.941188,3.001523,2.96395,2.929161,2.786729,2.792701
3.568017,2.97076,2.914175,2.915893,2.867836,2.79239
3.5049,2.825391,2.80917,2.875716,2.967686,2.735407
3.588303,2.984671,2.8312295,2.918884,2.790908,2.653301
3.896891,2.984185,2.891424,2.89516,2.778974,2.771226
3.810454,2.854798,2.959258,2.976073,2.802267,2.774077
3.760779,2.95645,2.922694,2.894961,2.789916,2.67103
3.775023,2.861356,2.947559,2.791731,2.943988,2.599396
