32,16,8,4,2,1
2.390465,2.417841,2.286754,2.329045,2.309553,1.605003
2.444201,2.484737,2.286754,2.214,2.366585,1.605003
2.344436,2.386744,2.276294,2.20742,2.235436,1.606457
2.355627,2.376606,2.295526,2.213155,2.233981,1.618345
2.48036,2.306971,2.237198,2.275794,2.201115,1.626912
2.37365,2.379513,2.307258,2.264588,2.241134,1.603375
2.440328,2.341786,2.274252,2.257851,2.217665,1.604938
2.412982,2.332409,2.329534,2.245024,2.319348,1.608086
2.473012,2.403153,2.301944,2.351407,2.245367,1.597975
2.360172,2.353308,2.283488,2.269831,2.228871,1.612431
