32,16,8,4,2,1
1.438175,0.681674,0.688616,0.630038,0.624299,0.152181
1.366241,0.740487,0.657191,0.631961,0.587363,0.158963
0.950812,0.702477,0.73405,0.603839,0.657271,0.162299
1.276983,0.70424,0.723825,0.609107,0.613164,0.15561
1.3621,0.710609,0.73483,0.624284,0.615314,0.158593
1.296697,0.740329,0.7227705,0.597116,0.589092,0.153699
1.059109,0.695815,0.714576,0.61284,0.674026,0.158774
1.560546,0.711202,0.688742,0.628927,0.622733,0.157923
1.301221,0.75355,0.667306,0.585039,0.650084,0.15697
1.012977,0.694644,0.713441,0.670269,0.603012,0.152604
