Dia,Mes,Anio,Hora,SO2 ,NO ,PM10,O3 ,CO mg/m3,Benceno,Tolueno,Xileno,NO2 
23,11,2010,21.00,16.00,26.00,19.00,22.00,0.60,3.10,7.10,9.00,65.00
23,11,2010,22.00,16.00,11.00,15.00,35.00,0.20,2.90,5.80,7.90,43.00
23,11,2010,23.00,16.00,41.00,20.00,8.00,0.50,2.80,6.10,7.70,59.00
23,11,2010,24.00,17.00,27.00,16.00,10.00,0.40,2.90,8.30,10.40,47.00
24,11,2010,1.00,15.00,9.00,11.00,17.00,0.20,2.80,7.00,7.60,33.00
24,11,2010,2.00,17.00,6.00,9.00,25.00,0.10,2.50,5.50,5.80,25.00
24,11,2010,3.00,16.00,4.00,6.00,34.00,0.10,2.40,4.20,4.50,15.00
24,11,2010,4.00,17.00,2.00,1.00,38.00,0.10,2.30,3.70,4.20,6.00
24,11,2010,5.00,19.00,2.00,1.00,35.00,0.10,2.40,3.80,4.00,9.00
24,11,2010,6.00,18.00,2.00,2.00,38.00,0.10,2.40,4.10,4.20,8.00
24,11,2010,7.00,19.00,9.00,5.00,37.00,0.20,2.40,4.00,3.90,23.00
24,11,2010,8.00,20.00,42.00,10.00,13.00,0.60,2.50,5.00,5.20,48.00
24,11,2010,9.00,21.00,90.00,22.00,9.00,1.00,3.50,8.90,9.30,64.00
24,11,2010,10.00,26.00,66.00,24.00,29.00,0.70,3.80,10.70,14.50,51.00
24,11,2010,11.00,45.00,23.00,17.00,31.00,0.10,2.50,4.20,5.00,41.00
24,11,2010,15.00,34.00,11.00,12.00,56.00,0.10,12.70,15.20,35.60,21.00
24,11,2010,16.00,31.00,10.00,9.00,63.00,0.10,2.40,3.30,3.50,21.00
24,11,2010,17.00,29.00,18.00,12.00,39.00,0.20,2.50,3.20,4.30,33.00
24,11,2010,18.00,23.00,21.00,14.00,59.00,0.40,2.90,5.00,6.80,47.00
24,11,2010,19.00,21.00,20.00,13.00,45.00,0.40,3.10,7.80,9.20,46.00
24,11,2010,20.00,21.00,22.00,13.00,39.00,0.30,3.10,8.50,12.20,43.00
24,11,2010,21.00,21.00,19.00,11.00,37.00,0.30,3.10,6.80,8.30,42.00
24,11,2010,22.00,18.00,20.00,11.00,29.00,0.30,2.70,5.50,6.90,46.00
24,11,2010,23.00,17.00,16.00,11.00,26.00,0.30,2.90,8.80,12.70,45.00
24,11,2010,24.00,17.00,10.00,7.00,30.00,0.20,2.50,5.80,8.70,34.00
25,11,2010,1.00,15.00,10.00,7.00,24.00,0.20,2.50,4.60,6.30,37.00
25,11,2010,2.00,15.00,7.00,7.00,30.00,0.10,2.30,4.70,6.10,31.00
25,11,2010,3.00,15.00,2.00,4.00,40.00,0.10,2.30,6.10,5.80,11.00
25,11,2010,4.00,13.00,2.00,1.00,35.00,0.10,2.30,10.70,4.40,11.00
25,11,2010,5.00,15.00,1.00,1.00,34.00,0.10,2.20,8.80,4.00,6.00
25,11,2010,6.00,14.00,2.00,1.00,31.00,0.10,2.10,3.90,3.40,9.00
25,11,2010,7.00,16.00,15.00,6.00,14.00,0.30,2.30,4.90,4.30,31.00
25,11,2010,8.00,19.00,84.00,15.00,7.00,0.80,2.70,7.60,8.20,49.00
25,11,2010,9.00,22.00,163.00,32.00,7.00,1.50,3.50,11.60,15.00,71.00
25,11,2010,10.00,20.00,82.00,26.00,11.00,0.80,3.90,13.80,22.30,79.00
25,11,2010,11.00,18.00,40.00,19.00,14.00,0.40,2.80,6.90,9.30,56.00
25,11,2010,12.00,20.00,40.00,23.00,20.00,0.40,2.80,6.20,8.10,53.00
25,11,2010,13.00,34.00,18.00,23.00,38.00,0.20,3.30,7.10,8.80,33.00
25,11,2010,14.00,35.00,22.00,21.00,32.00,0.20,3.10,6.70,8.10,39.00
25,11,2010,15.00,36.00,26.00,30.00,28.00,0.30,3.10,7.20,8.10,46.00
25,11,2010,16.00,55.00,22.00,37.00,26.00,0.20,4.70,17.50,26.00,41.00
25,11,2010,17.00,55.00,21.00,41.00,26.00,0.30,6.30,26.60,44.20,40.00
25,11,2010,18.00,37.00,22.00,24.00,26.00,0.20,4.90,18.80,26.50,38.00
25,11,2010,19.00,35.00,23.00,23.00,26.00,0.60,5.40,19.30,28.20,40.00
25,11,2010,20.00,30.00,27.00,23.00,23.00,0.30,4.20,12.10,15.10,40.00
25,11,2010,21.00,26.00,21.00,20.00,25.00,0.30,3.20,7.00,10.70,38.00
25,11,2010,22.00,22.00,8.00,19.00,36.00,0.10,3.50,7.90,11.00,20.00
25,11,2010,23.00,19.00,11.00,18.00,20.00,0.10,2.50,4.10,6.20,36.00
25,11,2010,24.00,19.00,11.00,14.00,23.00,0.20,2.50,4.70,6.70,28.00
26,11,2010,1.00,20.00,1.00,8.00,61.00,0.10,2.30,3.70,4.80,2.00
26,11,2010,2.00,17.00,1.00,2.00,59.00,0.10,2.10,2.20,3.00,3.00
26,11,2010,3.00,17.00,1.00,4.00,60.00,0.10,1.90,2.10,2.90,1.00
26,11,2010,4.00,15.00,2.00,6.00,62.00,0.10,2.00,2.20,2.50,1.00
26,11,2010,5.00,15.00,2.00,5.00,63.00,0.10,1.90,2.10,2.90,1.00
26,11,2010,6.00,16.00,1.00,8.00,69.00,0.10,2.00,2.20,2.60,3.00
26,11,2010,7.00,19.00,3.00,11.00,62.00,0.10,2.20,2.50,3.40,16.00
26,11,2010,8.00,24.00,19.00,20.00,51.00,0.20,2.30,3.40,4.80,37.00
26,11,2010,9.00,23.00,20.00,17.00,45.00,0.30,2.40,4.00,5.30,45.00
26,11,2010,10.00,21.00,16.00,21.00,51.00,0.30,2.60,4.50,6.00,40.00
26,11,2010,11.00,18.00,11.00,17.00,58.00,0.20,2.40,3.50,4.80,27.00
26,11,2010,12.00,128.00,16.00,21.00,36.00,0.30,2.40,3.30,3.90,36.00
26,11,2010,13.00,33.00,17.00,15.00,34.00,0.30,2.70,4.90,5.80,35.00
26,11,2010,14.00,52.00,19.00,20.00,36.00,0.40,2.70,5.20,5.10,44.00
26,11,2010,15.00,21.00,9.00,17.00,49.00,0.30,2.80,5.50,6.10,28.00
26,11,2010,16.00,22.00,14.00,22.00,71.00,0.40,2.30,3.80,3.90,37.00
26,11,2010,17.00,73.00,15.00,23.00,59.00,0.40,2.60,4.50,5.80,44.00
26,11,2010,18.00,41.00,16.00,19.00,64.00,0.30,2.80,5.20,7.00,34.00
26,11,2010,19.00,23.00,7.00,14.00,58.00,0.40,2.60,4.50,6.50,31.00
26,11,2010,20.00,22.00,14.00,18.00,49.00,0.50,2.30,3.90,4.80,41.00
26,11,2010,21.00,17.00,13.00,22.00,41.00,0.50,2.60,4.60,6.50,50.00
26,11,2010,22.00,18.00,7.00,18.00,55.00,0.40,2.70,4.70,6.40,38.00
26,11,2010,23.00,21.00,7.00,18.00,54.00,0.30,2.40,3.90,5.40,34.00
26,11,2010,24.00,18.00,6.00,12.00,62.00,0.40,2.40,3.90,4.70,24.00
27,11,2010,1.00,18.00,5.00,15.00,62.00,0.30,2.30,3.50,4.60,22.00
27,11,2010,2.00,18.00,5.00,11.00,67.00,0.30,2.30,3.30,3.70,22.00
27,11,2010,3.00,17.00,2.00,17.00,83.00,0.20,2.30,2.70,3.50,4.00
27,11,2010,4.00,16.00,1.00,11.00,85.00,0.20,2.10,2.10,2.50,3.00
27,11,2010,5.00,16.00,1.00,14.00,86.00,0.20,2.00,2.10,2.80,1.00
27,11,2010,6.00,16.00,2.00,14.00,89.00,0.20,2.10,2.10,2.80,1.00
27,11,2010,7.00,14.00,1.00,16.00,84.00,0.20,2.10,2.20,2.50,5.00
27,11,2010,8.00,16.00,2.00,20.00,80.00,0.10,2.00,2.20,2.70,5.00
27,11,2010,9.00,16.00,2.00,26.00,76.00,0.10,2.10,2.20,2.60,7.00
27,11,2010,10.00,14.00,6.00,28.00,72.00,0.10,2.20,2.20,2.70,13.00
27,11,2010,11.00,12.00,6.00,33.00,79.00,0.20,2.20,2.30,3.10,10.00
27,11,2010,12.00,11.00,7.00,21.00,78.00,0.20,2.30,2.50,3.30,14.00
27,11,2010,13.00,13.00,6.00,25.00,71.00,0.40,2.40,2.80,3.40,11.00
27,11,2010,14.00,13.00,5.00,21.00,63.00,0.20,2.30,2.40,3.40,10.00
27,11,2010,15.00,14.00,9.00,25.00,58.00,0.30,2.40,2.70,3.00,19.00
27,11,2010,16.00,22.00,10.00,28.00,59.00,0.30,2.40,2.80,3.50,24.00
27,11,2010,17.00,27.00,9.00,21.00,73.00,0.20,3.30,6.90,9.50,19.00
27,11,2010,18.00,16.00,3.00,17.00,81.00,0.20,2.40,3.40,5.00,10.00
27,11,2010,19.00,17.00,5.00,21.00,66.00,0.20,2.40,2.50,3.40,20.00
27,11,2010,20.00,16.00,6.00,17.00,62.00,0.30,2.30,2.90,3.90,25.00
27,11,2010,21.00,18.00,7.00,19.00,63.00,0.30,2.30,3.20,4.10,23.00
27,11,2010,22.00,16.00,7.00,22.00,55.00,0.20,2.30,2.70,3.90,27.00
27,11,2010,23.00,17.00,7.00,22.00,50.00,0.20,2.30,3.30,4.40,35.00
27,11,2010,24.00,17.00,3.00,19.00,56.00,0.10,2.30,2.70,3.70,22.00
28,11,2010,1.00,15.00,4.00,12.00,46.00,0.20,2.30,2.90,3.70,27.00
28,11,2010,2.00,15.00,4.00,16.00,37.00,0.30,2.30,3.50,4.70,38.00
28,11,2010,3.00,15.00,4.00,17.00,45.00,0.20,2.30,3.70,4.50,27.00
28,11,2010,4.00,17.00,4.00,16.00,49.00,0.20,2.30,3.60,4.80,20.00
28,11,2010,5.00,16.00,3.00,16.00,46.00,0.20,2.30,3.40,4.20,19.00
28,11,2010,6.00,17.00,3.00,15.00,44.00,0.20,2.30,3.70,4.60,19.00
28,11,2010,7.00,16.00,5.00,14.00,47.00,0.10,2.30,3.50,4.60,22.00
28,11,2010,8.00,17.00,11.00,16.00,30.00,0.30,2.30,3.60,4.90,37.00
28,11,2010,9.00,19.00,15.00,18.00,27.00,0.40,2.30,4.30,5.30,42.00
28,11,2010,10.00,26.00,37.00,27.00,15.00,0.50,2.60,5.80,8.50,58.00
28,11,2010,11.00,49.00,19.00,27.00,37.00,0.30,2.60,6.20,8.30,42.00
28,11,2010,12.00,47.00,9.00,21.00,57.00,0.20,2.90,5.50,7.90,28.00
28,11,2010,13.00,69.00,15.00,28.00,45.00,0.20,2.80,5.00,6.10,37.00
28,11,2010,14.00,132.00,16.00,32.00,43.00,0.10,3.30,9.00,13.40,35.00
28,11,2010,15.00,49.00,9.00,32.00,47.00,0.10,4.40,13.30,16.40,29.00
28,11,2010,16.00,33.00,9.00,28.00,48.00,0.10,3.80,11.00,17.30,26.00
28,11,2010,17.00,25.00,8.00,25.00,54.00,0.10,2.80,5.50,8.20,18.00
28,11,2010,18.00,25.00,9.00,25.00,43.00,0.10,2.60,4.30,6.00,30.00
28,11,2010,19.00,34.00,10.00,23.00,33.00,0.10,3.90,12.30,19.40,34.00
28,11,2010,20.00,28.00,11.00,22.00,21.00,0.10,3.10,7.30,12.30,43.00
28,11,2010,21.00,23.00,10.00,19.00,28.00,0.10,2.70,5.20,8.00,34.00
28,11,2010,22.00,27.00,6.00,19.00,43.00,0.10,3.10,6.80,11.20,22.00
28,11,2010,23.00,25.00,5.00,21.00,41.00,0.10,2.60,4.00,5.70,24.00
28,11,2010,24.00,19.00,4.00,22.00,50.00,0.10,2.60,4.50,6.80,14.00
29,11,2010,1.00,19.00,4.00,11.00,55.00,0.10,2.40,2.50,3.80,10.00
29,11,2010,2.00,20.00,2.00,6.00,65.00,0.10,2.30,2.50,3.60,4.00
29,11,2010,3.00,18.00,2.00,7.00,70.00,0.10,2.10,2.30,3.00,1.00
29,11,2010,4.00,22.00,1.00,21.00,62.00,0.10,2.20,2.90,4.40,11.00
29,11,2010,5.00,18.00,1.00,14.00,81.00,0.20,2.50,3.10,4.50,1.00
29,11,2010,6.00,23.00,2.00,12.00,71.00,0.20,2.20,2.20,3.00,8.00
29,11,2010,7.00,28.00,5.00,20.00,63.00,0.20,2.00,2.10,2.90,21.00
29,11,2010,8.00,31.00,10.00,31.00,57.00,0.30,2.00,2.20,2.90,34.00
29,11,2010,9.00,36.00,17.00,42.00,50.00,0.30,2.00,2.20,2.90,46.00
29,11,2010,10.00,28.00,18.00,41.00,49.00,0.40,2.00,2.20,3.00,51.00
29,11,2010,11.00,31.00,13.00,32.00,57.00,0.30,2.00,2.20,2.90,38.00
29,11,2010,12.00,50.00,16.00,44.00,49.00,0.30,2.00,2.20,2.90,50.00
29,11,2010,13.00,27.00,13.00,19.00,51.00,0.30,2.00,2.20,3.00,47.00
29,11,2010,14.00,23.00,14.00,15.00,53.00,0.40,2.00,2.20,3.00,45.00
29,11,2010,15.00,20.00,10.00,30.00,63.00,0.30,2.00,2.20,3.00,30.00
29,11,2010,16.00,20.00,8.00,12.00,73.00,0.20,2.00,2.20,2.90,17.00
29,11,2010,17.00,17.00,6.00,6.00,71.00,0.20,2.00,2.20,3.00,18.00
29,11,2010,18.00,19.00,13.00,25.00,50.00,0.30,2.00,2.20,3.00,38.00
29,11,2010,19.00,20.00,9.00,25.00,57.00,0.10,2.00,2.20,2.90,27.00
29,11,2010,20.00,19.00,8.00,17.00,57.00,0.10,2.00,2.20,2.90,27.00
29,11,2010,21.00,20.00,8.00,21.00,42.00,0.20,2.00,2.20,2.90,38.00
29,11,2010,22.00,18.00,5.00,18.00,51.00,0.10,1.90,2.20,2.90,19.00
29,11,2010,23.00,19.00,17.00,18.00,32.00,0.30,1.90,2.20,2.90,42.00
29,11,2010,24.00,18.00,4.00,21.00,53.00,0.10,1.90,2.20,2.90,16.00
30,11,2010,1.00,16.00,5.00,30.00,46.00,0.10,2.00,2.20,2.90,20.00
30,11,2010,2.00,15.00,6.00,16.00,46.00,0.10,2.00,2.20,2.90,22.00
30,11,2010,3.00,15.00,1.00,15.00,55.00,0.10,2.00,2.20,2.90,8.00
30,11,2010,4.00,16.00,1.00,1.00,86.00,0.10,2.00,2.20,2.90,1.00
30,11,2010,5.00,16.00,1.00,11.00,79.00,0.10,2.00,2.20,2.90,9.00
30,11,2010,6.00,15.00,2.00,15.00,78.00,0.10,1.90,2.10,3.00,3.00
30,11,2010,7.00,15.00,6.00,13.00,49.00,0.10,1.90,2.10,2.90,25.00
30,11,2010,8.00,15.00,6.00,14.00,61.00,0.10,1.90,2.20,2.90,24.00
30,11,2010,9.00,16.00,17.00,20.00,44.00,0.30,1.90,2.20,2.90,50.00
30,11,2010,10.00,15.00,10.00,18.00,66.00,0.10,1.90,2.20,2.90,24.00
30,11,2010,11.00,16.00,5.00,9.00,71.00,0.10,2.00,2.20,2.90,14.00
30,11,2010,12.00,15.00,4.00,2.00,73.00,0.10,2.00,2.20,2.90,8.00
30,11,2010,13.00,14.00,5.00,3.00,72.00,0.10,2.00,2.20,3.00,6.00
30,11,2010,14.00,15.00,5.00,6.00,71.00,0.10,2.00,2.20,3.00,6.00
30,11,2010,15.00,16.00,5.00,5.00,71.00,0.10,2.00,2.20,2.90,9.00
30,11,2010,16.00,15.00,5.00,8.00,70.00,0.20,2.00,2.20,2.90,10.00
30,11,2010,17.00,14.00,4.00,8.00,71.00,0.10,2.00,2.20,2.90,10.00
30,11,2010,18.00,14.00,4.00,10.00,71.00,0.20,2.00,2.20,2.90,12.00
30,11,2010,19.00,13.00,4.00,10.00,71.00,0.20,2.00,2.20,3.00,13.00
30,11,2010,20.00,13.00,4.00,12.00,83.00,0.30,1.90,2.20,2.90,14.00
30,11,2010,21.00,14.00,4.00,15.00,77.00,0.30,1.90,2.20,2.90,15.00
30,11,2010,22.00,13.00,3.00,13.00,79.00,0.20,1.90,2.10,2.90,12.00
30,11,2010,23.00,11.00,2.00,12.00,71.00,0.20,2.00,2.20,2.90,7.00
30,11,2010,24.00,10.00,2.00,12.00,72.00,0.20,1.90,2.20,2.90,5.00
1,12,2010,1.00,13.00,3.00,7.00,59.00,0.20,2.00,2.20,2.90,2.00
1,12,2010,2.00,11.00,2.00,8.00,58.00,0.20,1.90,2.20,2.90,2.00
1,12,2010,3.00,11.00,2.00,8.00,76.00,0.20,1.90,2.10,2.90,1.00
1,12,2010,4.00,16.00,2.00,9.00,80.00,0.20,2.00,2.10,2.90,1.00
1,12,2010,5.00,15.00,2.00,8.00,72.00,0.20,2.00,2.20,2.90,1.00
1,12,2010,6.00,12.00,2.00,7.00,62.00,0.20,2.00,2.20,2.90,1.00
1,12,2010,7.00,11.00,2.00,9.00,54.00,0.20,1.90,2.20,2.90,5.00
1,12,2010,8.00,11.00,4.00,12.00,37.00,0.30,1.90,2.10,2.90,17.00
1,12,2010,9.00,12.00,11.00,16.00,16.00,0.50,1.90,2.10,2.90,43.00
1,12,2010,10.00,12.00,13.00,14.00,49.00,0.50,1.90,2.10,2.90,38.00
1,12,2010,11.00,11.00,10.00,11.00,71.00,0.30,1.90,2.10,2.90,19.00
1,12,2010,12.00,13.00,10.00,13.00,71.00,0.30,1.90,2.10,2.90,22.00
1,12,2010,13.00,13.00,3.00,15.00,82.00,0.30,1.90,2.10,2.90,8.00
1,12,2010,14.00,13.00,6.00,8.00,76.00,0.30,1.90,2.10,2.90,16.00
1,12,2010,15.00,16.00,8.00,10.00,75.00,0.30,2.00,2.20,2.90,17.00
1,12,2010,16.00,15.00,7.00,11.00,74.00,0.30,2.00,2.20,2.90,15.00
1,12,2010,17.00,15.00,4.00,9.00,76.00,0.30,1.90,2.20,2.90,15.00
1,12,2010,18.00,14.00,4.00,13.00,69.00,0.30,1.90,2.10,2.90,19.00
1,12,2010,19.00,15.00,3.00,11.00,73.00,0.30,1.90,2.10,2.90,15.00
1,12,2010,20.00,15.00,4.00,10.00,77.00,0.20,1.90,2.10,2.90,12.00
1,12,2010,21.00,15.00,3.00,13.00,72.00,0.30,1.90,2.20,2.90,14.00
1,12,2010,22.00,17.00,2.00,11.00,76.00,0.20,1.90,2.20,2.90,8.00
1,12,2010,23.00,16.00,5.00,10.00,61.00,0.30,1.90,2.10,2.90,27.00
1,12,2010,24.00,14.00,4.00,9.00,54.00,0.30,1.90,2.10,2.90,27.00
2,12,2010,1.00,14.00,2.00,6.00,66.00,0.20,2.00,2.20,2.90,13.00
2,12,2010,2.00,13.00,1.00,6.00,80.00,0.20,1.80,2.10,2.90,2.00
2,12,2010,3.00,13.00,1.00,5.00,82.00,0.20,2.00,2.20,2.90,2.00
2,12,2010,4.00,13.00,1.00,6.00,79.00,0.30,2.00,2.20,3.00,3.00
2,12,2010,5.00,12.00,2.00,6.00,58.00,0.30,2.00,2.20,2.90,5.00
2,12,2010,6.00,13.00,1.00,5.00,34.00,0.20,2.00,2.20,2.90,4.00
2,12,2010,7.00,14.00,4.00,6.00,34.00,0.30,2.00,2.20,2.90,16.00
2,12,2010,8.00,13.00,34.00,13.00,18.00,0.70,1.90,2.10,2.90,62.00
2,12,2010,9.00,16.00,75.00,23.00,9.00,1.30,1.90,2.10,2.90,87.00
2,12,2010,10.00,14.00,26.00,17.00,33.00,0.60,1.90,2.20,2.90,45.00
2,12,2010,11.00,16.00,7.00,9.00,70.00,0.30,2.00,2.10,2.90,22.00
2,12,2010,12.00,22.00,14.00,15.00,60.00,0.30,2.00,2.20,2.90,35.00
2,12,2010,13.00,14.00,5.00,7.00,77.00,0.30,2.00,2.20,2.90,12.00
2,12,2010,14.00,15.00,3.00,8.00,78.00,0.30,1.90,2.20,3.00,11.00
2,12,2010,15.00,15.00,4.00,6.00,81.00,0.30,2.00,2.20,2.90,6.00
2,12,2010,16.00,19.00,4.00,8.00,77.00,0.30,2.00,2.20,3.00,10.00
2,12,2010,17.00,16.00,4.00,9.00,74.00,0.30,2.00,2.20,2.90,13.00
2,12,2010,18.00,29.00,8.00,14.00,48.00,0.30,2.00,2.20,2.90,42.00
2,12,2010,19.00,23.00,10.00,17.00,50.00,0.40,2.00,2.10,2.90,39.00
2,12,2010,20.00,18.00,4.00,14.00,64.00,0.30,1.90,2.20,2.90,22.00
2,12,2010,21.00,15.00,4.00,11.00,73.00,0.30,1.90,2.20,2.90,16.00
2,12,2010,22.00,14.00,5.00,11.00,70.00,0.40,2.00,2.10,2.90,17.00
2,12,2010,23.00,15.00,6.00,12.00,60.00,0.40,2.00,2.20,2.90,28.00
2,12,2010,24.00,16.00,15.00,12.00,29.00,0.60,1.90,2.10,2.90,56.00
3,12,2010,1.00,14.00,11.00,12.00,34.00,0.50,1.90,2.20,2.90,47.00
3,12,2010,2.00,18.00,10.00,10.00,56.00,0.40,1.90,2.10,2.90,30.00
3,12,2010,3.00,18.00,1.00,8.00,73.00,0.30,1.90,2.10,2.90,14.00
3,12,2010,4.00,16.00,1.00,7.00,99.00,0.20,1.90,2.20,2.90,1.00
3,12,2010,5.00,16.00,1.00,7.00,90.00,0.20,2.00,2.20,2.90,2.00
3,12,2010,6.00,17.00,1.00,5.00,83.00,0.20,1.90,2.10,2.90,3.00
3,12,2010,7.00,17.00,4.00,8.00,79.00,0.20,2.00,2.20,2.90,9.00
3,12,2010,8.00,17.00,5.00,9.00,73.00,0.30,1.90,2.20,2.90,19.00
3,12,2010,9.00,26.00,17.00,16.00,42.00,0.30,1.90,2.20,2.90,55.00
3,12,2010,13.00,28.00,26.00,10.00,63.00,0.30,2.30,3.10,44.70,35.00
3,12,2010,14.00,24.00,8.00,9.00,65.00,0.30,2.40,2.60,46.90,24.00
3,12,2010,15.00,24.00,3.00,8.00,76.00,0.30,2.40,2.60,21.90,15.00
3,12,2010,16.00,21.00,2.00,10.00,78.00,0.20,2.40,3.80,6.10,9.00
3,12,2010,17.00,19.00,3.00,12.00,74.00,0.20,2.10,2.90,3.50,12.00
3,12,2010,18.00,19.00,3.00,12.00,70.00,0.20,2.20,2.30,3.30,19.00
3,12,2010,19.00,18.00,4.00,15.00,64.00,0.20,2.20,2.60,2.90,24.00
3,12,2010,20.00,17.00,4.00,17.00,64.00,0.20,2.30,2.50,3.50,24.00
3,12,2010,21.00,18.00,3.00,18.00,73.00,0.20,2.30,2.60,3.30,22.00
3,12,2010,22.00,17.00,6.00,17.00,66.00,0.20,2.30,2.40,3.10,27.00
3,12,2010,23.00,16.00,4.00,13.00,72.00,0.20,2.30,2.60,3.50,18.00
3,12,2010,24.00,14.00,5.00,14.00,69.00,0.20,2.30,2.50,3.20,20.00
4,12,2010,1.00,14.00,5.00,12.00,75.00,0.20,2.30,2.70,3.20,20.00
4,12,2010,2.00,14.00,6.00,14.00,57.00,0.30,2.30,3.00,3.70,36.00
4,12,2010,3.00,14.00,4.00,14.00,45.00,0.40,2.30,4.20,4.70,37.00
4,12,2010,4.00,14.00,4.00,11.00,50.00,0.20,2.30,14.40,5.00,28.00
4,12,2010,5.00,14.00,3.00,10.00,53.00,0.20,2.30,7.20,3.90,24.00
4,12,2010,6.00,14.00,3.00,13.00,59.00,0.20,2.30,4.40,3.70,19.00
4,12,2010,7.00,14.00,5.00,13.00,53.00,0.20,2.30,3.40,2.90,26.00
4,12,2010,8.00,15.00,6.00,16.00,50.00,0.20,2.40,4.00,3.80,34.00
4,12,2010,9.00,16.00,11.00,17.00,49.00,0.30,2.30,3.40,4.30,39.00
4,12,2010,10.00,16.00,15.00,19.00,51.00,0.40,2.40,3.50,4.40,42.00
4,12,2010,11.00,13.00,12.00,20.00,60.00,0.30,2.40,3.60,4.60,30.00
4,12,2010,12.00,13.00,15.00,22.00,53.00,0.30,2.60,4.30,5.90,38.00
4,12,2010,13.00,15.00,17.00,23.00,53.00,0.40,2.80,4.50,6.10,39.00
4,12,2010,14.00,20.00,19.00,28.00,44.00,0.30,2.90,5.90,8.50,46.00
4,12,2010,15.00,66.00,19.00,36.00,33.00,0.30,4.90,16.80,26.50,55.00
4,12,2010,16.00,56.00,12.00,34.00,41.00,0.20,5.30,20.50,39.80,41.00
4,12,2010,17.00,52.00,11.00,36.00,47.00,0.20,4.50,15.60,26.30,34.00
4,12,2010,18.00,49.00,14.00,36.00,42.00,0.20,4.30,13.90,24.80,38.00
4,12,2010,19.00,47.00,13.00,40.00,34.00,0.10,3.40,9.60,15.70,44.00
4,12,2010,20.00,46.00,13.00,38.00,37.00,0.20,3.30,8.60,13.60,46.00
4,12,2010,21.00,33.00,7.00,31.00,49.00,0.10,3.00,6.20,9.10,29.00
4,12,2010,22.00,26.00,8.00,28.00,53.00,0.20,2.40,3.70,5.30,22.00
4,12,2010,23.00,24.00,7.00,38.00,52.00,0.10,2.80,5.10,7.00,25.00
4,12,2010,24.00,20.00,7.00,25.00,44.00,0.10,3.60,9.30,13.00,28.00
5,12,2010,1.00,17.00,8.00,25.00,32.00,0.10,3.20,7.90,10.90,36.00
5,12,2010,2.00,18.00,5.00,26.00,30.00,0.10,4.70,13.90,15.40,36.00
5,12,2010,3.00,18.00,7.00,39.00,31.00,0.10,5.30,16.70,15.40,34.00
5,12,2010,4.00,21.00,4.00,30.00,39.00,0.10,4.80,14.70,14.90,18.00
5,12,2010,5.00,28.00,5.00,30.00,41.00,0.10,4.30,11.80,11.20,14.00
5,12,2010,6.00,22.00,2.00,30.00,42.00,0.10,3.20,6.40,5.90,11.00
5,12,2010,7.00,19.00,4.00,32.00,39.00,0.10,2.40,2.70,3.30,16.00
5,12,2010,8.00,17.00,4.00,29.00,37.00,0.10,2.30,2.90,3.20,16.00
5,12,2010,9.00,15.00,5.00,32.00,38.00,0.10,2.70,3.90,4.10,18.00
5,12,2010,10.00,14.00,6.00,33.00,39.00,0.10,2.60,3.20,3.60,12.00
5,12,2010,11.00,14.00,8.00,33.00,38.00,0.10,2.40,2.60,3.30,14.00
5,12,2010,12.00,16.00,9.00,37.00,37.00,0.10,2.40,2.70,3.00,16.00
5,12,2010,13.00,14.00,9.00,30.00,39.00,0.10,2.40,3.00,3.50,13.00
5,12,2010,14.00,15.00,8.00,26.00,43.00,0.10,2.40,2.60,3.20,12.00
5,12,2010,15.00,15.00,8.00,26.00,42.00,0.10,2.40,2.40,3.00,12.00
5,12,2010,16.00,19.00,6.00,24.00,46.00,0.10,2.40,2.50,2.90,11.00
5,12,2010,17.00,49.00,11.00,41.00,33.00,0.10,3.00,6.90,8.30,25.00
5,12,2010,18.00,30.00,12.00,41.00,33.00,0.10,3.00,6.50,8.60,24.00
5,12,2010,19.00,22.00,7.00,30.00,28.00,0.10,2.30,2.60,3.40,22.00
5,12,2010,20.00,21.00,12.00,40.00,20.00,0.10,2.30,2.20,2.90,37.00
5,12,2010,21.00,35.00,8.00,40.00,26.00,0.10,2.80,5.80,7.20,32.00
5,12,2010,22.00,27.00,3.00,33.00,36.00,0.10,2.60,4.50,5.20,20.00
5,12,2010,23.00,23.00,3.00,34.00,28.00,0.10,2.30,2.60,3.30,26.00
5,12,2010,24.00,21.00,2.00,26.00,41.00,0.10,2.30,2.40,3.00,13.00
6,12,2010,1.00,19.00,7.00,22.00,19.00,0.20,2.30,2.80,3.80,34.00
6,12,2010,2.00,17.00,4.00,24.00,31.00,0.10,2.30,4.60,5.50,19.00
6,12,2010,3.00,16.00,8.00,23.00,21.00,0.20,2.30,3.90,5.10,29.00
6,12,2010,4.00,16.00,4.00,22.00,28.00,0.10,2.50,5.00,6.10,18.00
6,12,2010,5.00,15.00,6.00,24.00,23.00,0.10,2.30,4.20,5.60,22.00
6,12,2010,6.00,15.00,3.00,18.00,28.00,0.10,2.40,5.20,6.00,18.00
6,12,2010,7.00,15.00,5.00,21.00,30.00,0.10,2.30,3.50,4.70,21.00
6,12,2010,8.00,17.00,10.00,24.00,20.00,0.10,2.40,3.80,4.50,31.00
6,12,2010,9.00,17.00,11.00,28.00,21.00,0.10,2.40,4.10,5.50,33.00
6,12,2010,10.00,19.00,17.00,26.00,20.00,0.20,2.40,4.40,5.20,36.00
